内容,时间
国际学院从文科转理科 三年绩点第一 保研北大 奇迹啊,2023-02-01 21:35
学霸学姐,2023-02-01 22:20
厉害,2023-02-02 06:58
强的,2023-02-02 15:17
抖音刷到过，确实厉害,2023-02-08 22:55
学姐牛逼,2023-02-11 13:19
如何评价我们宿舍楼里一部分人，因为校园里的流浪狗咬死了流浪猫，而主张下药毒死流浪狗，为猫猫报仇。,2023-02-09 09:47
难道没人因为流浪狗被毒死，而主张......，这是能说的吗,2023-02-09 10:08
玩原神玩的了,2023-02-09 10:17
看看他们玩不玩原神,2023-02-09 10:28
,2023-02-09 11:13
看看手机里有没有原神,2023-02-09 12:04
😨,2023-02-09 12:08
逆天,2023-02-09 14:24
你们宿舍住的是女生吗？,2023-02-09 14:37
怎么就回学校了？,2023-02-09 15:04
玩原神玩的,2023-02-09 15:42
男的就更逆天了,2023-02-09 16:18
字词，不然让🐭🐭们怎么活,2023-02-09 19:41
没脑子,2023-02-10 00:24
关爱鼠鼠人士表示要下毒流浪猫,2023-02-11 12:03
狠狠地进货一批前后都是洞的秋裤,2023-02-11 12:59
有没有线下做家教的，一位中心医院的大夫家女儿，辅导高中数学，要理工女生，在郑州，时间在周末，具体时间和钱自己商量，我也不知道，只帮忙喊一下。我电话15639082672,2023-02-08 18:13
郑大家教中心电话13027763165,2023-02-11 12:48
请教医学院的小伙伴，这门课在哪上嘞，是在学校还是去医院呐,2023-02-10 14:40
理论课在教室，实验课去一附院里面,2023-02-10 20:42
理论课在教室，实验课去技能实验楼。,2023-02-11 12:22
,2023-02-11 11:47
招聘医学兼职翻译（英语），以医学论文翻译为主，要求英语水平高的童鞋，医学院或外语学院为佳。有意者联系qq:390672737,2023-02-11 11:42
一上午的努力，继续加油,2023-02-11 10:14
兄弟你做的什么电商呀,2023-02-11 10:59
关于中国开放二胎后，中国人口预测，看看李子丰在2015年是怎么说的吧-,2023-02-11 06:23
大学计算机基础笔试难吗 就是那个双语计算机,2023-02-09 21:22
顶,2023-02-09 21:45
大一就黄牌是吧,2023-02-11 00:00
cy,2023-02-11 00:23
科研零起步，人体器官与组织的奥秘，这俩线下课能学到点啥不。要是不咋行的话我就推掉选线下了，在线等捏~,2023-02-10 20:44
能，但不多，我也选的这个，线下单杀你,2023-02-11 00:17
xdm帮帮忙,2023-02-09 14:13
362027101，今年招新不知道开始没,2023-02-11 00:02
,2023-02-09 22:36
可以嘛，想出去跟爸妈吃个饭再置办点东西,2023-02-10 00:57
没人吗,2023-02-10 01:03
可,2023-02-10 08:15
不知道 插个眼,2023-02-10 09:42
应该爸妈不能进，我们班长说的是扫码进校,2023-02-10 10:09
只能让父母在门口等着,2023-02-10 22:19
父母不让进 不过你能进去再出来,2023-02-10 23:12
,2023-02-08 13:16
校选课我都随便选的，稍微上点儿心弄弄基本都90多吧,2023-02-08 13:58
,2023-02-10 20:38
球学术报告表！有偿！急急急！！f,2023-02-10 18:20
可以郑大超话问问,2023-02-10 20:24
,2023-02-10 15:35
大一不都是公共课吗，高数线代相对挂的多,2023-02-10 19:49
,2023-02-08 16:58
,2023-02-08 17:11
,2023-02-08 19:55
+3,2023-02-08 20:01
好好好,2023-02-08 20:39
夹③,2023-02-08 20:47
,2023-02-08 20:57
,2023-02-08 20:58
,2023-02-08 20:59
,2023-02-08 21:00
3,2023-02-08 21:05
,2023-02-08 21:05
好好好,2023-02-08 21:25
也祝我一臂之力,2023-02-08 21:28
,2023-02-08 21:28
,2023-02-08 21:31
好好好,2023-02-08 21:39
3话说郑大吧为什么这么多 帖子，两千多万了都,2023-02-08 21:46
3,2023-02-08 22:00
速度,2023-02-08 22:36
,2023-02-08 22:38
,2023-02-08 22:46
好好好,2023-02-08 23:07
③,2023-02-08 23:19
好好好,2023-02-08 23:34
,2023-02-08 23:43
好好好,2023-02-08 23:44
都是老东西,2023-02-08 23:51
,2023-02-08 23:54
-3,2023-02-08 23:57
老东西真能氵,2023-02-09 02:15
3,2023-02-09 02:36
,2023-02-09 07:39
给我磕一个,2023-02-10 19:23
,2023-02-10 19:25
有没有二战三战的朋友，想在校内学习的，现在有个轻松的校内工作，可摸鱼背书刷题，校内管吃管住，月入三千，每天都有一上午或一下午不用上班，可正常进出学校感兴趣的私,2023-02-10 11:47
什么工作,2023-02-10 15:53
细说,2023-02-10 17:11
当我们是小孩子？还是啥，这对学校有啥好处吗,2023-02-10 13:37
身体健康,2023-02-10 15:20
怕你在外面出事，学校要担责任的,2023-02-10 17:00
考试不考试？,2023-02-10 15:40
考研该怎么找资料啊？各位大佬指导指导,2023-02-10 13:34
吃瓜晚了，回答没有了。,2023-02-10 09:01
,2023-02-10 10:08
我还因为在这个评论区畅所欲言被b乎制裁了,2023-02-10 11:28
如我佛门，不复忧苦,2023-02-10 12:50
小吧主有帖子,2023-02-10 13:07
去找小吧主的帖子,2023-02-10 13:30
,2023-02-10 13:24
吧友们，想问一下有没有正在郑大在读的生物医学工程的研究生  有些问题想请教一下。,2023-02-10 09:51
考研租房来,2023-02-10 12:46
大家看看这个 图形是什么,2016-03-31 17:17
2楼,2016-03-31 17:17
牛,2016-03-31 17:19
,2016-03-31 17:21
乌龟,2016-03-31 17:23
穿山甲！,2016-03-31 17:23
看到牛的是这个形状吗,2016-03-31 17:27
我是色弱，，我看到是鹿～,2016-03-31 17:28
我是色弱，我看到一只鹿,2016-03-31 17:35
看到鹿的形状是这样吗，对，我看到的就是这样,2016-03-31 17:37
第一眼看到鹿，仔细一看还有牛,2016-03-31 17:40
我一眼看是头牛┗(･ω･;)┛，另眼看是只鹿,2016-03-31 18:01
一只牛一只鹿怎么办,2016-03-31 18:21
牛啊,2016-03-31 18:32
牛,2016-03-31 18:56
牛牛啊，好奇怪怎么看到的鹿的，看到哪种是正常的,2016-03-31 18:57
好丑的四不像,2016-03-31 18:59
牛,2016-03-31 19:02
牛和鹿都有,2016-03-31 19:03
牛,2016-03-31 19:11
应该是红色粉红色为背景，绿色蓝色为图案，图案为牛，看到鹿的是忽略了深蓝深绿,2016-03-31 19:14
牛啊,2016-03-31 19:20
牛🐮,2016-03-31 19:23
是许多有颜色的小圆点,2016-03-31 20:13
明明是些灰色的小点啊,2016-03-31 21:04
老虎,2016-03-31 21:16
不好意思，我没吃过认不出来,2016-03-31 21:18
这他妈不是鹿？,2016-03-31 21:20
色弱的人对色彩的明暗更敏感，所以浅色的鹿一眼就能看出来，正常人对色彩的冷暖更敏感，所以看出来牛,2016-03-31 21:33
酒吧舞✌打过来辣,2023-02-04 21:07
哈人,2023-02-05 11:51
西北大学什么学校？,2023-02-05 14:02
哈人，我先run了,2023-02-05 14:28
哈人，我已经润了,2023-02-05 14:48
特别是女孩子爱美选择隐形眼镜，长时间下来对眼睛伤害很大，危险系数存在安全隐患，像现在有的孩子初期假性近视，用产品一段时间后可以慢慢好的，发现小问题要及时治疗不能拖,2023-02-05 15:04
酒吧舞sir，this way，这里是南核地干活，前面是北核地干活，对面是体育馆地干活,2023-02-05 16:03
速速合并成兰州大学郑州分校,2023-02-06 12:16
,2023-02-08 08:04
学校附近商家招课余校内发单兼职，可以长期做，薪资高，有时间的同学请联系我。加V15638929730,2023-02-10 11:34
,2023-02-08 12:02
这是啥网站,2023-02-08 12:41
win,2023-02-08 12:43
郑又win！,2023-02-08 12:45
最win的一条,2023-02-08 12:55
人家学校早这样了，输。,2023-02-08 12:57
,2023-02-08 13:09
win！,2023-02-08 20:04
扫哪个码捏,2023-02-08 22:18
win,2023-02-08 23:23
奈斯,2023-02-09 12:13
实在不行保卫科一份检讨,2023-02-10 11:17
请问郑大的非全日制法硕（非法学）上课方式，感激不尽,2021-05-05 19:08
集中上课，每年四月和九月上课,2021-08-17 17:04
有宿管招聘的吗？我一亲戚，女，想干宿管，谢谢,2022-10-05 22:38
学生一般接触不到这些信息，得去问相关工作人员,2022-10-06 00:04
谢谢，目前我是进不去呀，疫情,2022-10-06 02:40
,2022-10-06 07:44
郑州大学招宿管阿姨吗？,2023-02-04 00:58
前几天看微博  刚毕业去做宿管阿姨  某微博还在吹嘘……,2023-02-10 10:42
开学第一周？第二周？好心人say一下,2023-02-09 23:17
专业课一般二十左右，大概20-23,2023-02-10 10:10
下学期 有想做家教的同学吗   孩子挣点生活费,2023-02-10 10:10
zzu大win特win！这波我字词zzu,2022-12-31 02:19
郑清北岂是浪得虚名,2022-12-31 10:53
,2022-12-31 11:13
,2022-12-31 11:27
本科，win,2022-12-31 12:09
,2022-12-31 12:11
淡季贴吧,2022-12-31 12:24
,2022-12-31 12:27
不如加入专科篇当第一,2022-12-31 13:10
河u输麻了,2022-12-31 13:59
荷兰赢！,2022-12-31 14:14
winwinwin,2022-12-31 17:58
郑大的宣传太强了  佩服佩服,2023-01-06 22:50
+3,2023-01-21 15:42
儿子,2023-02-09 12:22
经验q,2023-02-08 08:05
,2023-02-09 22:41
输,2023-02-09 22:46
今天简历筛选截止？,2023-02-10 07:42
,2023-02-10 01:48
郑专惊现罕见服装，是哪位小罕见出罕见服装了,2023-02-08 13:44
请党放心，强国有我,2023-02-08 13:46
我超，莲！,2023-02-08 16:53
感觉...不如甘雨cos,2023-02-08 18:00
我们zzu真是人才聚集地,2023-02-08 18:41
,2023-02-09 07:45
我的评价是不如充气娃娃,2023-02-09 22:02
求郑大考试上车群,2023-02-09 21:35
学弟学妹们，学校开学没，开车能进去玩不？,2023-02-09 21:02
插眼,2023-02-09 21:19
请问最晚几点回来,2023-02-08 16:25
第二天再回可以嘛,2023-02-08 16:43
顶,2023-02-08 16:56
另外有学长知道各个门都几点关门嘛？,2023-02-08 16:56
请问这在哪问的,2023-02-09 13:32
听说早6晚11,2023-02-09 18:42
回来晚了直接劝退,2023-02-09 19:35
,2023-02-09 16:31
谁啊,2023-02-09 19:03
有没有已经毕业的学长学姐，郑大研究生挂科重修过了之后成绩单上面有显示挂科吗？影响找工作吗,2022-09-23 18:02
有答案吗,2023-02-09 17:13
,2023-02-02 02:11
多考几十分谁来郑大啊,2023-02-02 08:40
远离双吧贵物🤮🤮,2023-02-02 09:15
因为考不上其他学校,2023-02-02 09:19
我国院计科的 我看我们19年招了120人 13个保研的 没5％这么低吧,2023-02-02 09:29
喜欢郑大,2023-02-02 09:38
第一学府,2023-02-02 09:47
跟双一流吧的鬼屋聊什么呢有啥意思,2023-02-02 11:32
靠，我国际学院最低分进来的，你还让我多考几十分？,2023-02-02 12:09
我怎么不多赚几个亿去养老呢,2023-02-02 12:10
大水比,2023-02-02 12:23
远离贵物,2023-02-02 12:31
对不起，做不到😭,2023-02-02 14:29
能多考几十分我还在这,2023-02-09 16:06
,2023-02-09 01:13
往年是大一上，今年情况特殊不知道,2023-02-09 08:38
第一学期,2023-02-09 12:05
大一上，之后据说还可以留级转专业，具体情况可以问导员,2023-02-09 16:04
像计算机科学导论，双语计算机这种看起来就是水课的要考吗？,2023-02-09 15:12
裕华满园公寓房东直租，有需要可以联系我v：G1239015683,2023-02-09 15:08
新校区有草地可以晒太阳吗,2023-02-05 10:58
你要是不嫌埋汰就有,2023-02-05 11:40
厚山南坡，北核北面都有草坪,2023-02-05 11:48
有，厚山那里和学校东南边都有,2023-02-05 12:03
东南大草坪,2023-02-05 18:02
,2023-02-06 10:34
有森林,2023-02-09 13:32
有没有知道郑大松园宿舍椅子的尺寸啊，我把新生手册丢了，现在想买个靠垫,2023-02-06 21:28
？,2023-02-06 23:24
不如自己买个椅子,2023-02-07 10:16
我们宿舍的椅子大小都不一样,2023-02-09 12:24
有没有药学院的学长学姐出大一下的课本和白皮啊,2023-02-09 10:59
,2023-02-07 10:35
问问你当时辅导员吧,2023-02-07 18:36
🈚️毕业证，不知道,2023-02-08 00:45
不方便 很繁琐,2023-02-08 08:27
打办事大厅电话咨询一下 好像有专门窗口处理这事,2023-02-08 12:11
需要抢吗？,2023-02-09 08:42
主校区出电卡，床上书桌，上学期开学宿舍一块买的，疫情封寝没咋用，这学期要出去实习了[允悲]，一张五十多次的，两张七八十次的，还有两张一百次没用的，电卡买一张送十次，两张送三十次，书桌也是没咋用，桌子30r，坐标新校区，十一号开学可拿，要的私,2023-02-08 14:26
我要两张电卡,2023-02-09 02:48
[表情][表情][表情][表情][表情][表情][表情],2022-11-19 19:23
目前只有选择题的,2022-11-19 20:09
up🆙,2022-11-20 09:04
up🆙拜托,2023-02-08 19:42
每个院的本科新生群都有的,2023-02-08 22:11
,2022-12-26 14:28
福利，但是吧这是合约，等于20个月内你不能携号转网，降低资费等一系列操作，,2022-12-26 15:05
联通营业厅在育博楼下  找人问下就行,2022-12-26 15:12
不办校园卡598套餐学渣羡慕不已,2022-12-26 15:34
不太清楚啊,2023-02-04 00:09
我就是这个套餐，感觉还蛮划算的，就是偶尔网有点慢,2023-02-08 21:31
就一个报告册答案还要5r出，这种人是穷疯了还是觉得别人都傻啊，你说你要是整个代写代抄也河里，你不，你非要赚傻子的钱，希望看到这条帖子的鼠鼠可以避开这种dinner[图片],2023-02-08 20:01
我有捏，楼主要不要,2023-02-08 20:15
我看有多少人，楼下滴一声，人多的话我拉你们。,2023-02-06 14:01
rt:今天大一选课，楼主用了n个密码都显示错误，点忘记密码输入我的qq邮箱又显示邮箱错误，有没有8u有解决办法,2023-02-08 14:59
建议试试身份证后六位，再不济就移动校园平台登录选课,2023-02-08 16:04
求兼职👗 谢谢,2023-02-08 10:00
求租北校一卡通，要二战了,2023-02-08 17:35
主校区出电卡，床上书桌，上学期开学宿舍一块买的，疫情封寝没咋用，这学期要出去实习了[允悲]，一张五十多次的，两张七八十次的，还有两张一百次没用的，电卡买一张送十次，两张送三十次，书桌也是没咋用，桌子30r，坐标新校区，十一号开学可拿，要的私聊,2023-02-08 14:21
今天选课发现有的课选的人好少，害怕开不了课。,2023-02-07 10:35
好像是20人,2023-02-07 11:30
低于20人不开课,2023-02-08 14:44
人工器官与组织的奥秘和力学中的诗与美好过吗？,2023-02-08 14:21
力学那个好,2023-02-08 14:42
第一个没上过,2023-02-08 14:42
刚来没有经验，发个帖问一下,2023-02-02 23:40
我线上课都是顺便选的，基本都90多，线下课没选过不知道。,2023-02-03 10:02
别选自然地理就行了,2023-02-03 12:35
校选修尽量选慕课的网课，好刷而且基本分都挺高,2023-02-03 18:01
嫌麻烦就选网课，省事省心,2023-02-05 11:40
,2023-02-08 08:05
网课不是可以刷,2023-02-08 10:49
,2023-02-08 10:45
这情况正常吗,2023-02-03 00:26
我有一科必修还没出呢,2023-02-03 08:12
估计挂科了吧，挂科的院选修看不到成绩,2023-02-06 14:25
估计挂科了吧，挂科的院选修看不见成绩,2023-02-06 14:25
可能是老师没给教务处成绩,2023-02-08 13:18
各位学长学姐们有什么经验之谈吗，对了，我是北校区的,2023-02-02 17:38
网课，犯罪现象，线下课，营养与健康,2023-02-02 18:31
对了，我的基因与健康98，老师,2023-02-02 18:31
选线上，智慧树,2023-02-03 08:12
别选自然地理鞋鞋,2023-02-03 11:38
选个慕课完事了,2023-02-03 14:54
还有什么工程建设理论工程实践的也不要选，一节课四五十分钟，开倍速都看不完,2023-02-07 09:18
保卫处到底准备干什么？？我的电车咋办啊！！,2018-06-27 11:58
老哥你可以寄存到我们南区 或者卖给我,2018-06-27 12:20
收车 晚了卖不出去了 私聊,2018-06-27 12:21
老哥，电动车怎么卖？,2018-06-27 12:46
电车咋卖，想入手一辆上班骑,2018-06-27 12:47
可以卖给吗。轻院的,2018-06-27 12:52
收车的这么多年找个出价高的卖了呗,2018-06-27 12:53
保卫处卖你的车赚钱啊,2018-06-27 13:24
学校在布双一流的局,2018-06-27 13:38
以后郑大都用平衡车吧,2018-06-27 14:09
什么样的电动车多少钱卖,2018-06-27 15:00
我刚刚看到保卫处公告没了,2018-06-27 15:01
河南工业大学了解一下,2018-06-27 15:08
政策撤销了,2018-06-27 15:11
什么车，想收。怎么联系,2018-06-27 16:09
有没有人知道没用完的电车充点卡可怎么处理,2018-06-27 16:28
,2018-06-27 16:52
出个红色鬼火，新换电池，可以骑五天,2018-06-27 16:56
保卫处收钱了信么,2018-06-27 17:12
保卫处公告没了，执行不执行还两回事呢,2018-06-27 17:51
,2023-02-07 23:04
,2023-02-05 16:26
不能,2023-02-08 08:28
北校区，想问问有没有这类资讯墙或者账号，孩子想看看校园新鲜事，或者有些问题的时候想咨询一下这样子,2023-02-08 08:16
我是隔壁粮专的，想问问贵校开学封不封校。,2023-02-05 23:57
不封,2023-02-07 05:46
好像有导员说不封,2023-02-08 00:09
去年翻墙约p导致南校区几千人被隔离的王女士学籍恢复了,2023-01-16 16:19
,2023-01-16 16:46
xxn的含金量,2023-01-16 17:10
本来就没开除,2023-01-16 17:55
真辞退了，让一个年轻人咋整……,2023-01-16 18:07
3,2023-01-16 23:54
,2023-01-17 08:05
？愿闻其翔,2023-01-17 08:10
全靠你一张嘴是吧？,2023-01-17 14:20
当时不是刑事拘留了吗,2023-01-26 12:58
证据呢？,2023-01-27 01:30
绿牌小鬼说的话不如黄牌放的屁真,2023-01-27 01:46
哦,2023-01-27 10:28
+3,2023-01-27 10:32
确实,2023-01-28 11:19
还记得当时国庆节假期低风险区学生不放假，某院辅导员却可以逛商场看风景，国庆节的假期不给请假，学生只能翻墙出去，感染了自然倒霉，这事现在掰扯对错说不清楚,2023-01-28 16:29
,2023-01-29 15:32
3,2023-01-29 16:18
证据呢？,2023-01-30 07:19
哦,2023-01-30 09:58
郑大是这样的,2023-01-30 11:13
明知其无可奈何而安之若命,2023-01-30 14:23
约p?我了解的是去串通外星人入侵地球。,2023-01-30 23:18
,2023-01-31 00:22
按现在的角度看，本来也没多大错,2023-01-31 07:56
上证据,2023-01-31 09:08
我对你真无语,2023-01-31 09:30
1,2023-01-31 10:42
来点真凭实据,2023-01-31 11:47
当时听说那个女的让室友代做核酸,2023-01-31 12:02
别到处拉💩,2023-01-31 14:57
是这样的,2023-01-31 16:22
一级号showshowway,2023-01-31 20:00
事不关己,2023-01-31 22:00
？,2023-02-02 01:01
xxn真牛。要是南人估计直接进局子,2023-02-08 07:57
,2023-02-07 10:09
蹲蹲,2023-02-08 00:46
双航母都有小黑子了，师专赢赢赢,2023-02-07 13:17
赢,2023-02-07 18:36
这dinner吹河踩郑我都碰到多少回了，不知道是不是河大的,2023-02-07 22:07
赢,2023-02-07 22:43
南校区的柜子大概多宽呀,2023-02-07 21:51
想了解一下非全日制公共卫生硕士的上课方式，有没有方便告知的，谢谢,2021-03-17 09:37
目前是跟着全日制集中上课，并非周六周日上课,2021-03-17 09:45
终于找到组织了 想问一下学长学姐郑大公卫咋样啊 压不压分啥的,2021-07-14 08:03
分享贴子,2023-02-07 14:53
毕业学长今天下午想去学校看看，有办法的私我,2023-02-07 14:52
咱学校能不能两个人同楼同学院互换宿舍啊，辅导员同意了，就是问下流程,2023-02-06 16:06
顶个,2023-02-06 19:01
你就是不同园区换宿舍也可以，只要导员同意就行，让导员往上打报告呗,2023-02-06 23:59
不涉及住宿费补差就没什么  两个宿舍如果有人不同意  也麻烦,2023-02-07 08:04
正常流程你看宿舍楼门口  都有调换宿舍流程,2023-02-07 08:05
随便换就行,2023-02-07 14:14
转租谦祥·万和城B区单间。月租280元，水费均摊，电费自负，网费免费，四面实体墙，合租户安静不闹，有大窗，12平，还有6个月到期，有意者电联:130-6959-0535。,2023-02-07 14:01
兄弟姐妹们，郑大的软件学院和信息工程学院都在哪个校区呀？百度了，一下，发现有好几个地址哎,2021-09-16 16:51
软件学院在北校区,2021-09-16 17:15
软院在北区，信工在主校区,2021-09-16 17:28
信工在中原区,2021-09-16 19:19
国际学院（就是南校区）应该也有自己计算机相关专业吧,2021-09-17 01:56
我来给你说明白。信息工程学院目前总体在新校区，院里有计算机，电子通信等专业。南校区有信息工程学院的老楼，里面有河南省超算中心，还有几个研究院。如果你是本科生，都在新校区。如果你考郑大研究生，超算中心方向的一般在南校区(也不一定，看导师)。另外一个就是北校区，北校区是软件学院和国际学院工学部。分别有有本科专业信息安全和 计科电子通信等的中外合作办学。,2021-09-17 08:39
看情况你应该是考研。你报信工院的话，部分在新校区，部分在南校区(看方向和导师，这个真不一定)。你报软件学院的话，大概率在北校区，也有极少量的在新校区(跟导师),2021-09-17 08:42
有zzu的计科学长学姐群吗，蹲,2023-02-07 13:34
,2023-02-07 08:14
线下的校选课选完以后 过了选课时间段还能退选吗,2023-02-07 11:46
请问有郑大附一的学长学姐或者本科实习的同学吗，想请教一些问题，可有偿！救救孩子吧,2023-02-07 07:58
咱们郑大的主校区有哪几栋教学楼的教室是可以去自习的呀  想下学期多去教室自习  图书馆占座不好占,2023-02-05 18:47
教室不是随便去，只要不是有老师上课就行,2023-02-06 09:47
,2023-02-06 10:11
,2023-02-06 10:32
喜欢人少安静的氛围可以去南四，喜欢人多的学习氛围可以去环保管,2023-02-06 13:09
没上课就能进，教务系统能查空闲教室,2023-02-07 11:31
我也想租房子，19943813624微信同手机号，马上要搬去郑州大学东校区了，想租一个房子，想找一个女室友一起看房子，有需要的可以加微信了解了解,2023-01-06 23:57
打扰了，出租次卧，自己房子，无中介费，郑州大学家属院，视野好，采光好，地铁口，盛和苑西门过马路就到郑州大学！拎包入住！24小时热水，空调家具家电齐全…wifi免费！15903627898  ，谢谢,2023-02-07 10:28
,2023-02-07 10:15
楼主今年考郑大信工的研究生，成绩还不错，应该稳上。求助各位有没有推荐的老师,2022-02-22 07:22
郑州大学信息工程学院王法松（本人人格担保），提前联系,2022-10-21 13:29
赢在起跑线上，还有300多天，地址在下面图片上。考研真题网专注帮助考研学子上岸,2023-02-06 12:38
好,2023-02-06 16:03
好,2023-02-06 21:52
求助，期末评教的时候忘记填期中的，结果判断为期末评教未完成，查不到成绩怎么办,2023-02-06 18:05
点所有学期成绩就能看到了,2023-02-06 20:02
有木有人回答一下现在对外开放吗?,2023-02-06 18:45
附近住户，想去郑大图书馆学习两个月,2023-02-06 10:44
"加v:1126305878,同求，我带你进。不忽悠",2023-02-06 17:44
大家发表下自己的看法,2023-02-06 14:25
加州大学也行,2023-02-06 14:26
中州大学＝ZZU＝郑州大学,2023-02-06 17:21
,2023-02-06 17:22
主要做资料的整理 会议记录 每天的施工进度上报记录 工作地点在郑大 科学大道校区 会用电脑word Excel 就可，有意愿时间的详聊,2023-02-04 14:59
做工程资料的吧？可以居家远程办公嘛？,2023-02-05 16:56
具体工作怎么说？待遇如何？ 是要求在校生兼职，还是？,2023-02-06 15:15
,2023-02-06 14:39
郑大仪器仪表专硕值得报考吗？学科评估c都没有，毕业是不是认可度不高啊，毕业后工资怎么样呢，求解答！,2023-02-06 13:57
想知道17号过去能进学校吗，然后我就准备过去考个试就回家了。有知道的吗？,2023-02-06 13:52
,2023-02-06 13:45
rt,2023-02-06 12:49
外校生怎么进学校的图书馆呀？,2023-01-11 22:19
私信，我带你进去，不忽悠，我只想找个朋友，缓解备考之苦,2023-02-03 21:42
图书馆不好进吧要刷学生卡,2023-02-06 11:34
有没有🐭🐭说下自己院开学考试时间的 怎么看口腔19开学就开始考 不要吓🐭🐭,2023-01-31 20:19
我们开学第一周就考，不拖沓，不限定周末,2023-01-31 20:31
你是19级口腔吗？,2023-01-31 20:31
商院18号,2023-01-31 22:35
还好我就剩公修课了😋,2023-02-01 14:13
院里没通知,2023-02-06 10:36
就是学分课挂了,2023-02-04 18:46
校选修课无影响，挂了就挂了无所谓，院选修我看他们说是有影响的,2023-02-06 10:29
大家好呀～本人男，98年哒，身高182，75kg，健身，本科211，硕士顶尖985，未来准备留在北京发展。家是河南的，性格温和活泼，真心想找一个可爱的女孩子接触一下，希望对方性格温良，可爱一点，我愿带着你走遍山川湖海，阅尽世间繁华，一起做成长型恋人吧！真诚想认识一个人，附上QQ 3522365146,2023-02-06 10:28
家里有一个非常有钱的亲戚，互联网公司的，有个喜欢跳舞的女儿，染了一头白毛还带点挑染，今天他们一家来我们家串门。,2023-01-31 20:03
怎么没人,2023-02-04 00:07
,2023-02-04 07:47
给我介绍一个,2023-02-06 09:19
,2023-02-04 00:25
没人？,2023-02-04 00:26
打个👢先,2023-02-04 00:27
,2023-02-04 00:49
看我不把你打成bot,2023-02-04 01:24
在？跟我个迈阿密玩玩,2023-02-04 06:57
原神在那么你了，动不动就说,2023-02-04 13:39
,2023-02-05 11:52
报备出入,2023-02-05 12:39
,2023-02-05 13:41
特别是女孩子爱美选择隐形眼镜，长时间下来对眼睛伤害很大，危险系数存在安全隐患，像现在有的孩子初期假性近视，用产品一段时间后可以慢慢好的，发现小问题要及时治疗不能拖,2023-02-05 15:08
吧友们，荷园宿舍能用小功率吹风机吗？,2023-01-31 14:09
好像不能，之前我室友用过一回，结果跳闸了，被宿管阿姨批评了一顿,2023-02-05 11:42
要买票了,2023-02-05 11:46
,2023-02-05 11:39
,2023-02-04 23:47
老铁做什么细锁,2023-02-05 11:19
做什么说,2023-02-05 11:31
,2023-01-30 13:15
你好，不知道,2023-01-30 14:45
你好，不知道,2023-01-30 17:53
你进去了吗,2023-02-05 10:43
开学可以自由外出吗  都大三了还没怎么享受生活,2023-02-05 00:00
郑大新校区这边网球场对外开放吗？怎么进去？,2023-02-04 17:52
请问大类专业的学生可以转其他专业吗,2022-07-22 01:32
可以，我当时转的时候就属于土木大类,2022-07-22 10:09
可以,2022-07-23 09:34
,2023-02-04 16:12
,2023-02-04 14:46
球球，2022大一计算机实验报告书电子版，想打印出来。谢谢烙铁们🥰🥰,2023-02-04 13:38
有偿的 求求了,2023-02-04 13:53
已经有啦 嘻嘻,2023-02-04 14:04
需要的私,2023-02-04 13:00
问一下各位医学院的学长学姐，咱们院选修的神生还用自己选吗，还有没有和神生一样必须选的吗,2023-02-04 11:27
我的建议是有就选，后期课程压力挺大，抓紧把学分拿够可以减轻后期负担,2023-02-04 13:03
而且选修不算绩点，过了就行，挂了也没事，基本老师都会让过的,2023-02-04 13:04
如题，明年六月份就毕业了，感觉一战成绩没希望了，想要下半年接着在校内学有什么办法吗?,2023-01-23 14:11
说是明年没有疫情管控了，但感觉租个房子在校附近，每天出入学校还是不现实，有相关经验的吧友可以传授一下吗,2023-01-23 14:13
dd,2023-01-23 14:17
dd,2023-01-23 16:23
dd,2023-01-23 23:38
帮顶,2023-01-24 21:53
打扰了，出租次卧，自己房子，无中介费，郑州大学家属院，视野好，采光好，地铁口，盛和苑西门过马路就到郑州大学！拎包入住！24小时热水，空调家具家电齐全…wifi免费！15903627898  ，谢谢,2023-01-31 15:19
有啥不现实的？校门外很多考研自习室的。或者钻到学校,2023-02-03 21:18
,2023-02-04 00:56
怎么感觉有点黄,2023-02-04 02:06
微信小程序，青鸟壁纸,2023-02-04 09:55
,2023-02-04 10:01
//@顺丰快递哥 :分享贴子,2023-02-04 03:28
,2023-02-04 02:35
,2023-01-09 10:38
外人要报备,2023-01-09 10:42
,2023-01-09 12:35
打个🦶,2023-01-09 13:26
私信，我带你进去，不忽悠，我只想找个朋友，缓解备考之苦,2023-02-03 21:44
我也想知道能不能进,2023-02-03 23:57
快毕业答辩了，论文还没开始写，格式也不懂，有没有群，一块讨论一下,2023-02-03 21:47
找上一届的，改,2023-02-03 22:08
如题,2023-01-15 11:46
私信，我带你进去，不忽悠，我只想找个朋友，缓解备考之苦,2023-02-03 21:37
去郑州玩，想去瞻仰瞻仰,2023-01-30 14:40
你好，不知道,2023-01-30 23:18
你好，不知道,2023-01-30 23:26
不让,2023-02-03 21:23
你好，不知道,2023-02-03 21:29
想卷一卷了xdm,2022-12-05 20:27
开了,2022-12-06 09:44
不准卷,2022-12-06 10:37
本科生2月11，12日报到,2023-01-28 09:27
求考友，私信,2023-02-03 21:24
贴吧新春活动提现🧧时候给的图，“郑州大学吧祝你往来皆好”有种黑暗中孕育新生的美,2023-02-03 20:56
,2023-02-03 18:27
